B9A064	-38.90913771
O43447	-3.296580229
O75391	-6.040971889
O75475	-4.938286399
O75683	-5.041441108
O75940	-1.98960409
O94903	-4.215138085
O95218	-2.100883824
P01009	-14.60123288
P01023	-21.6340802
P01031	-16.05996397
P01834	-22.02596015
P01857	-16.39992785
P02768	-7.675222706
P02774	-18.70942522
P02787	-7.495920495
P02790	-14.24584153
P04217	-18.05932811
P07858	-4.134782611
P08621	-2.138834826
P08758	-4.466401732
P09661	-6.488231126
P11387	-2.626390996
P12270	-3.77093183
P15104	-2.521146891
P16402	-3.30968873
P16989	-6.802013694
P20042	-4.471681416
P20700	-4.898662704
P23526	-3.861928935
P31946	-5.888404662
P35527	-25.07580751
P35813	-2.643184142
P36873	-4.04527664
P56270	-5.699533227
P60174	-4.758660511
P60510	-5.525692279
P62306	-5.832478321
P62993	-4.76737684
P98179	-4.976952958
Q01105	-7.060839274
Q06203	-4.615548567
Q08378	-5.063379272
Q12874	-2.803587941
Q13185	-7.441095617
Q13263	-3.280458775
Q13885	-6.679739139
Q14247	-4.002266104
Q14739	-3.937743529
Q15029	-2.464610882
Q15050	-4.370095441
Q15287	-4.978706636
Q15370	-5.096830711
Q15427	-5.0821121
Q5BKZ1	-4.611339052
Q6ZN17	-4.232816912
Q86UE4	-4.60274888
Q99471	-8.083826456
Q99496	-3.110188679
Q99683	-3.618763427
Q9BWJ5	-4.584832189
Q9P013	-5.049162254
Q9UHV9	-5.598994598
Q9UNE7	-4.94174078
Q9Y265	-4.596886687
Q9Y3B4	-6.36585059
Q9Y6A5	-6.294245675
B4DLH4	-2.780433596
B7Z955	-3.432226416
B7ZKJ8	-10.31247873
C9JV77	-0.798150163
E7EU23	-6.928350528
E7EX29	-7.023533924
E9PAV3	-6.220768595
G3V5I3	-6.858345019
H0Y9X1	-5.008355364
I3L4Q0	-2.853907939
J3KQN4	-4.254162771
J3QK89	-5.018317847
Q32Q12	-3.536327232
P35908	-12.6998639
Q07954	-4.142204081
P54105	-2.51538561
O95831	-3.210749511
P13639	-2.927003118
P22102	-10.1011656
Q8IZ83	-2.850787995
P78362	-9.959301447
Q8N4Q1	-2.631326935
Q9Y315	-2.890217404
Q9NQ92	-2.15316654
Q9UHI6	-9.387469552
Q00005	-9.09560369
P10599	-3.046967397
Q8NC51	-2.147467615
P49327	-2.57003469
P46783	-2.111147618
A6NEM2	-8.30583686
Q14444	-1.266358979
P63173	-3.4160094
Q96SB4	-7.969488272
P49207	-1.776635045
Q9BQA1	-1.933246666
P33993	-1.651666108
Q9BVP2	-3.53957911
Q16718	-7.854690406
Q92945	-1.884205952
P42696	-3.870337561
J3KN86	-1.886533598
Q15942	-2.375678292
P45974	-1.997326941
Q13162	-2.467176633
Q92598	-2.161659453
B4DTG2	-7.529413258
O00571	-2.071808424
Q16630	-3.440876392
Q9BY77	-2.134801087
P24534	-1.861556608
I3L504	-1.753095643
P55209	-7.340217593
H3BPE7	-1.87358765
Q9BRS2	-1.906052788
P83731	-1.77267774
P62263	-2.03302256
P41091	-2.895516618
E7EX17	-1.865541564
Q12905	-2.823253788
Q9Y224	-3.629287858
Q16531	-3.124294586
P62277	-1.927492902
Q8TEQ6	-7.050717361
P62829	-1.911867536
P47914	-2.030710604
P62081	-1.922156425
E7EVA0	-1.927545172
P26599	-1.941776977
P32119	-1.966622232
P10412	-2.053148108
P62979	-1.896571926
P06576	-2.703773575
O75533	-1.953119155
P17844	-2.968284547
Q96HS1	-1.771211718
Q9NX58	-6.901497988
P46778	-1.820127305
P62899	-1.84080777
P62847	-1.830304871
Q07666	-2.48680028
Q01780	-6.813762412
Q99459	-1.86234057
M0QYS1	-1.887412841
G5E9M5	-1.818649888
H3BQK9	-4.167681549
P15880	-1.839316489
P62917	-1.812870769
Q5VWC4	-1.789683591
Q01844	-1.770372782
P62736	-3.005923831
Q9H3K6	-1.807344579
Q14681	-2.697585483
P60866	-1.83798687
Q9NXV2	-1.891346883
P62244	-1.812331557
M0R0R2	-1.80552427
Q99714	-1.928356613
P46087	-6.65845172
P62913	-1.786024966
Q9Y3U8	-1.868245507
P36578	-1.80451903
P62249	-1.843954631
P62424	-1.757532377
O14744	-1.829632711
P04406	-1.765198781
P84090	-1.716916365
P07814	-2.076865597
Q6P3W7	-6.519161482
Q2TAY7	-6.516031172
H7BY58	-6.513472231
B4DWW4	-1.50857755
O00425	-1.890997208
E9PK25	-1.774653373
P12268	-1.680340628
P05141	-1.692438552
Q08211	-1.625203364
Q92620	-1.660562922
P62266	-1.750865554
Q6P2Q9	-2.531287923
P39023	-1.801624679
P26373	-1.752514146
P67809	-1.808206293
P61978	-1.847041957
P61313	-1.757946464
P62269	-1.756435034
P27635	-1.774210411
Q00610	-6.375420432
P38646	-1.637455647
B5MDF5	-1.59654492
P62753	-1.707770145
Q8N5C8	-2.714125083
P62701	-1.836560252
Q15208	-2.553209968
J3QL51	-1.950186458
P46776	-1.731098701
Q9GZS3	-2.021521947
P62851	-1.786788415
Q15274	-6.302672696
Q9Y2W1	-1.755410014
P62937	-1.891314715
P39019	-1.759469013
P18124	-1.79168907
B4DLN1	-1.947876556
P49411	-2.566703372
Q02878	-1.775489697
P42766	-1.691899773
P55795	-1.865919915
P52292	-6.207531086
H0YKD8	-1.660728594
J3QQ67	-1.770653608
P08708	-1.831227483
O14979	-1.939374538
Q06830	-1.822842684
P05387	-1.76696608
P35579	-2.530466829
P30050	-1.83248155
O60506	-1.751913556
P26368	-2.812016113
Q13435	-1.844529937
P16104	-1.775279348
P61513	-2.915779618
Q13310	-1.60759245
Q9Y3C6	-1.754804119
P25705	-1.613143157
P30041	-1.871689661
P09651	-1.735830064
Q02543	-1.684919903
B4DVB8	-6.065522148
B7Z6Z4	-1.637577316
Q9UKV3	-2.01642541
O75688	-1.780803803
Q8WXX5	-1.738872288
E9PR30	-2.861867888
Q9UQ35	-1.642030889
P35268	-3.021232533
Q9P2R3	-1.614000811
Q9NR30	-1.717467416
P14868	-6.007122946
P62888	-1.515746614
P46781	-1.731377238
P84098	-1.763550425
A6NHR9	-1.758987213
P51991	-1.731480447
Q96DG6	-1.67481794
Q9Y657	-1.492437915
P62241	-1.782184639
P05388	-1.787622327
Q96AG4	-2.548213531
P62280	-1.704848756
P61353	-1.679393985
P49458	-2.567973897
P35580	-2.46776402
E9PB61	-1.532921327
P63220	-2.807875389
O75937	-5.912367562
P09874	-1.610288785
P50914	-1.78153147
G8JLB6	-1.741248005
P62314	-1.646632373
Q99729	-1.662130041
Q9NYF8	-1.701084284
Q07021	-1.596203503
E9PRY8	-1.670117645
Q9BUA3	-1.606417068
Q49A26	-2.760288445
O43172	-5.856694453
A8MUS3	-1.69917481
P08107	-1.662226702
Q15750	-2.521703959
Q9P258	-1.62216407
Q16629	-1.620498293
F8W727	-1.6344405
Q9NZI8	-1.683665995
P62857	-1.555230499
P25398	-1.652353215
P68371	-1.94913971
P08865	-1.794255629
P62906	-1.644143688
Q14498	-1.441368352
P52732	-1.5852046
Q9UQ80	-2.65149875
Q01130	-2.441080721
P62633	-1.741182176
P06753	-1.736993453
B4DR52	-1.639801994
P68104	-1.698107469
P46821	-1.624241034
P62258	-1.570427163
P98175	-1.644110607
Q01081	-1.534005999
P11021	-1.666462924
P42167	-1.528747315
K7ES00	-2.700156198
Q5RKV6	-5.655868148
F5H2F4	-2.12892516
P18077	-1.606930259
O43143	-1.663824615
Q9UPT8	-1.806903956
P30622	-5.607531935
P11940	-1.536287764
P16403	-1.672749834
Q9NQ29	-2.973715339
Q15366	-1.695522093
P67775	-2.860973876
Q14103	-1.494305007
P62191	-5.558979609
P60709	-1.782824675
P06748	-1.63900227
Q5UIP0	-5.547101444
P11142	-1.572312909
P17066	-1.651577106
Q15637	-2.574567943
Q8WWY3	-1.812826484
P30044	-2.71595112
O43290	-1.601368493
Q8N954	-2.599692607
P07910	-1.93338401
Q9NVI7	-2.31541017
P61247	-1.585334675
Q9NQ50	-5.456863461
P63261	-1.640556085
Q08J23	-5.451880932
E7EW49	-2.369651927
P46777	-1.669504617
Q00839	-1.604200004
P02545	1.270889421
P14866	-1.489969456
P19338	-1.596059122
Q07955	-1.567396727
P07437	-1.888431849
P31040	-1.650325109
Q7RTV0	-1.527158374
P14618	-2.827322097
Q13242	-1.740070003
Q16891	-5.379673844
Q13151	-1.702551988
Q15007	-1.61990164
P62318	-2.628360133
Q13247	-1.715104187
P10809	-1.405493012
P22626	-1.707785243
Q09028	-2.041782273
P62304	-5.311716037
Q15393	-1.688381212
P62805	-1.528850472
Q13283	-2.551502171
O43175	-1.474085683
Q13838	-1.466926948
F8WCY5	-1.548750875
Q5SSJ5	-1.556021553
Q6UN15	-1.660026639
P78527	-1.869245094
O15042	-1.398022712
O43390	-1.592103538
P52272	-1.43556126
F5H5D3	-1.97669057
Q6PKG0	-1.823473707
Q9H6S0	-5.193893525
Q7L0Y3	-5.184873222
P21912	-1.524427537
P38159	-1.672103712
P48643	-5.14289406
K7ELC2	-1.57314617
Q13347	-5.102461119
P61254	-1.676347258
D6W5Y5	-2.52371306
H3BLZ8	-1.514603738
P05198	-5.040010129
Q9BUQ8	-5.034061205
P49792	-5.032364098
Q8NI27	-2.237244512
Q96I25	-1.537941574
P08238	-2.392433214
P52597	-1.6953065
J3KPW7	-2.330961149
Q10570	-1.47070529
P49321	-1.65480606
P09234	-2.219542475
P23246	-2.132073769
Q99873	-1.532956691
K7ER00	-4.869434023
Q13813	-1.462617639
Q9BRP8	-2.375251237
P13010	-4.766805045
P36551	-1.200471939
P62316	-1.56635807
Q13642	-1.309346862
P51114	-4.700755786
Q9UMS4	-1.492277358
P06733	-1.680955031
O94906	-4.663308345
Q14974	-4.641557839
P35251	-4.621797352
A8MXP9	-2.54619263
Q86W42	-1.432755535
Q9HCE1	-2.118129836
Q6P2E9	-4.54891056
P49711	-1.96011745
Q16637	-2.605461681
B4DRT2	-4.482994216
Q13243	-2.342147219
P84103	-1.510143408
P27708	-2.107843823
Q12904	-1.349718617
B0YIW6	-4.408845901
O60825	-1.434677776
Q8N163	-1.467517267
Q86U86	-4.402020051
P53621	-4.376850901
Q01082	-2.14551702
P33176	-4.360549184
P55884	-1.553660216
O60832	-1.323748156
O75643	-2.113517494
P53041	-4.308941332
P34932	-1.469213641
E9PQ57	-2.158216199
P53007	-4.247030373
Q86U42	-4.232879627
P55265	-4.223298911
Q96T37	-4.160905921
Q92522	-1.240834914
P22234	-2.147713679
Q8WW12	-2.306740548
P49902	-1.461782199
P14678	-1.312303464
O43583	-2.182637279
Q9BQG0	-3.89465788
P08670	-2.276811429
C9JJ19	-3.705871401
P24752	-3.704491873
O76021	-3.695549915
Q14152	-3.685740741
Q8IX12	-3.592167007
P49959	-3.540199218
O75390	-1.269599091
Q15233	1.087682371
H0YBQ0	-1.717179372
Q9NNW7	1.055412477
Q9Y383	-3.1505382
Q16881	1.068660452
Q9Y230	-2.988288875
P05023	-2.898635855
Q12789	-2.895543377
P05455	-1.447735126
Q9BUJ2	-1.302578158
O00567	-2.817525481
Q8WU90	-2.662133845
P33992	-2.653497467
P38919	-1.398523274
P41252	-1.890243131
P23458	-1.063270176
